query1,query2,label
怎么区分流产还是月经,如何区分是流产还是月经,2
右眼皮一直跳怎么回事,右眼皮一直跳是怎么啦,2
痛风 能治好吗,痛风能治好不,2
幼儿喝什么牛奶,儿童应该喝什么牛奶,2
大姨妈来腰疼是啥原因,来月经时腰疼怎么回事,2
哮喘治好吗,哮喘治得好吗,2
糖尿病会发胖吗,糖尿病人会胖吗,2
宫外孕保守治疗后需要坐月子吗,宫外孕要不要坐月子,2
阿莫西林胶囊能治感冒吗,阿莫西林胶囊治感冒吗,2
痛风可以治疗好吗,痛风能冶好吗,2
湿疹吃什么药好,湿疹用什么药物,2
牙龈萎缩了怎么治疗,牙龈萎缩如何恢复,2
刚怀孕几天什么症状,刚怀孕几天会有什么症状,2
喝酸奶容易发胖吗,喝酸奶会长胖吗,2
孕妇能吃阿胶吗,怀孕期间能不能吃阿胶,2
经常用香皂洗脸好不好,香皂能用来洗脸吗,2
月经来腰疼是怎么回事,来月经腰疼是什么原因,2
眼睛模糊什么原因,眼睛模糊的原因,2
柿子不能与什么同时吃,柿子不能和什么一起吃吗,2
怎么分清是月经还是流产,怎么判断自己是来了例假还是流产,2
孕中期血糖高对胎儿有什么影响,怀孕后血糖高对胎儿有影响吗,2
怎么查缺钙,怎样知道缺不缺钙,2
糖尿病能吃南瓜,糖尿病吃南瓜,2
验孕棒多久使用,验孕棒什么时候使用,2
藿香正气水治疗灰指甲,藿香正气水能治灰指甲,2
仰卧起坐起不来是怎么回事,仰卧起坐做不起来是什么原因,2
龟头太敏感容易射怎么办,龟头太敏感射精快怎么办,2
人体骨骼图形结构图片,人体骨格结构图,2
多少是低血糖,多少为低血糖,2
湿疹吃啥药,湿疹吃什么药最好,2
怀孕第一个月可以做爱,怀孕第一个月能同房吗,2
发烧可以喝牛奶吗？,发烧可以喝牛奶吗?,2
同房没有射里面会怀孕吗?,做爱没内射会怀孕吗,2
怎样自己判断是否是新冠肺炎,如何判断自己是不是冠状肺炎,2
感冒了能吃鸡蛋吗,感冒可以吃鸡蛋？,2
剖腹产多久刀口恢复好,剖腹产伤口多久可以愈合,2
关于脂溢性脱发,脂溢性脱发。,2
精神疾病有哪几种,精神疾病的种类,2
刚怀孕几天会有什么症状,刚怀孕那几天有什么症状,2
人体血液量是多少,正常人的血量大概是多少毫升,2
胃炎什么症状,胃炎有哪些症状,2
包皮紧是怎么回事,包皮太紧了,2
人体内脏图形结构图片,人体内脏图结构图,2
卵巢囊肿临床症状,卵巢囊肿症状有哪些,2
感冒了能吃鸡蛋吗,感冒了可以吃鸡蛋吗,2
每天尿几次正常,人一天小便几次正常,2
喝酸奶会胖吗,喝酸奶发胖吗,2
同房不射里面会怀孕嘛,同房后没有射里面会怀孕吗,2
人体总共有多少毫升的血液,人体有多少血液毫升,2
牙龈萎缩了如何才能恢复,为什么牙龈萎缩怎么恢复,2
产后两个多月来月经正常吗,产后二个月来月经正常吗,2
看输卵管是否通畅,怎样判断输卵管畅通,2
柴胡有什么功效,柴胡的功效。,2
喝酸奶发胖吗,喝酸奶容易发胖吗,2
孕妇可以喝板蓝根吗,孕妇可以喝板蓝根吗不影响孩子吧,2
如何彻底治疗鼻炎,怎样根治鼻炎,2
根管治疗要多少钱,根管治疗多少钱,2
口腔溃疡吃啥药,请问口腔溃疡吃什么药,2
宽鼻翼缩小,鼻翼缩小,2
肚子老是胀气怎么回事,肚子老是胀气是怎么回事,2
肩袖损伤康复训练图,肩袖损伤自我康复的动作图,2
胃疼吃什么药,胃痛吃什么药,2
乙肝可以治愈吗？,乙肝是否能治愈,2
验孕棒是什么时候用,验孕棒什么时候用合适,2
孕妇脚气脚痒怎么办,怀孕有脚气很痒怎么办,2
吃水果什么时候吃最好,水果应该什么时候吃最合适,2
拔智齿挂什么口腔科,拔智齿挂哪个科,2
吃什么东西能快速增肥,吃什么能增肥最快,2
人身体骨骼结构图,人体骨骼图分布图片,2
小孩一年脚长多少,小孩脚一年长多少厘米,2
胃肠感冒怎么引起的,肠胃行感冒,2
验孕棒在什么时候用,验孕棒什么时候用,2
喝酸奶会胖么,喝酸奶会不会长胖,2
孕妇可以和喝咖啡吗,孕妇可以喝点咖啡吗,2
怀孕能不能吃当归炖汤,孕妇当归炖汤能吃么,2
牙龈萎缩该怎么办,牙龈萎缩怎么恢复正常,2
早泄，,早泄早泄,2
糖尿病初期症状,糖尿病前期的症状,2
糖尿病前期症状,糖尿病的早期症状有哪些？,2
耳朵上有竖纹是怎么回事,耳朵有横纹是什么病征兆,2
儿童如何申请健康码,孩子如何申请健康码,2
乳头痛怎么回事,乳头疼是怎回事,2
小孩为什么打呼噜,小孩打呼噜的原因,2
备孕可以喝板蓝根吗,备孕能喝板蓝根吗,2
美年大健康体检查询,美年大健康体检查询结果,2
养生保健食品,有益健康的食物,2
人体的骨骼结构图,人身体骨骼结构图,2
手发黄是什么原因引起的?,手掌黄是怎么回事,2
卵巢囊肿的表现,卵巢囊肿表现,2
感冒能吃鸡蛋嘛,感冒了可以吃鸡蛋吗？,2
生完宝宝两个月来月经正常吗,产后两个半月来月经正常吗,2
快速入睡的最佳方法,快速入睡的方法。,2
黄芪 功效与作用,黄芪功效与作用点,2
人体正常体温是多少,人正常体温范围是多少,2
紧急避孕药坏处,紧急避孕药有什么危害,2
前列腺炎 表现,前列腺炎的特征,2
红酒发胖吗,喝红酒胖吗,2
吃什么可以增肥最快,想增肥吃什么好,2
女性黄体,黄体,2
每天晚上睡觉鼻子不通气怎么回事,晚上睡觉鼻子不通气什么原因,2
验孕棒什么时候用比较好,验孕棒啥时候用,2
乙肝能不能治愈,乙肝能治好吗？,2
大椎穴的准确位置图,大椎穴的位置,2
睡不着觉怎么办呢,睡不着觉怎么办呀,2
肚子一直胀气怎么回事,肚子老是胀气什么原因,2
鹅口疮是怎样引起的,鹅口疮病因,2
美年大健康体检中心报告查询,美年大健康体检查询结果,2
拔智齿哪个科,拔智齿是什么科,2
人平均体温多少正常,人正常体温范围是多少,2
人体血液量是多少,正常人血量是多少毫升,2
湿疹要吃什么药,湿疹吃什么药最管用,2
牛蒡根的做法,牛蒡根的吃法,2
人体血液多少毫升,正常人血量是多少毫升,2
总恶心想吐怎么回事,总恶心想吐是什么原因,2
怀孕一个月能同房嘛,怀孕第一个月能做爱吗,2
抑郁症症测试,抑郁症的自我测试,2
包皮口变紧,包皮紧是怎么回事,2
甲状腺，,甲状腺吧,2
一岁半打什么疫苗,一岁半需要打什么疫苗,2
月经来腰痛是什么原因,为什么来月经会腰疼,2
早期肠癌的症状,肠癌的早期表现,2
葛根粉有啥作用,葛根粉的作用与,2
小孩子怎么申请健康码,小孩健康码怎么申请？,2
为啥会磨牙,磨牙怎么回事,2
儿童怎么申请健康码,怎么样给孩子申请健康码,2
阿莫西林胶囊感冒能吃吗,阿莫西林的作用治感冒吗,2
脑供血不足有什么症状？,脑供血不足的症状表现,2
血压高可以吃牛奶吗,血压高能喝牛奶吗？,2
孕妇可以吃山楂吗？,孕妇吃山楂可以吗,2
感冒了能吃鸡吗？,感冒可以吃鸡吗,2
乙肝能治好吗？,得了乙肝想知道能不能治好？,2
胃炎有什么症状,胃炎有那些症状,2
如何根治治疗鼻炎,鼻炎怎么治疗可以根除,2
怀孕第一个月能同房吗,怀孕第一个月能过性活吗,2
伤口涂什么药,伤口用什么药,2
脑供血不足有什么症状和表现,脑供血不足的症状。,2
孕妇可以喝板蓝根吗？,怀孕可以喝板蓝根吗,2
精神分裂症 症状,精神分裂症的症状有哪些,2
男性hpv症状,男性hpv感染有什么表现,2
孕初期血压低怎么办,怀孕期间血压低怎么办,2
抛妇产刀口多久能愈合,剖宫产伤口多久可以愈合,2
能不能用香皂洗脸,香皂可以洗脸吗,2
卵巢囊肿临床症状,卵巢囊肿会有什么症状表现,2
怎样测酸碱体质,酸碱性怎么判断,2
麝香祛痛搽剂,麝香祛痛抹剂,2
怎样检查缺不缺钙,怎么检查是否缺钙,2
做爱没内射会怀孕吗,同房时不射里面会怀孕吗?,2
牙龈萎缩怎样治疗,牙龈萎缩怎么办？,2
哮喘可以治好吗,得了哮喘能治好吗,2
吃药流产排出孕囊图片,药物流产孕囊排出图片,2
人体衰老的主要变现有形态特征和,人衰老的表现,2
肩井穴的准确位置,肩井穴在哪,2
抑郁症症测试,郁抑症测试,2
辣木籽的功效与作,辣木籽功效与用途,2
艾丝病可以活多久,艾兹病可以活多久,2
掉 头发是什么原因,掉头发是什么原因/,2
核酸检测多少钱一次,核酸检测要多少钱,2
胃疼要吃什么药,胃痛吃什么药,2
新生儿2天没有排便,新生儿两天没有拉粑粑,2
山楂干泡水功效与作用,泡山楂干水的功效与作用,2
幼儿喝什么牛奶好,儿童喝啥牛奶好,2
下奶的鱼有哪些,吃什么鱼汤下奶好,2
紧急避孕药对身体有哪些危害,紧急避孕药的害处,2
磨牙什么原因,磨牙是什么原因？,2
刨腹产多久可以同房,剖腹产后多久可同房,2
伤口怎样处理,怎样处理伤口才好得快,2
来月经腰痛怎么回事,来月经腰疼是咋回事,2
肌张力,肌张力是什么意思啊,2
艾丝病能活多久,得艾兹病能活多久,2
低压高怎么回事？,低压高是怎么回事引起的,2
胃痛吃什么药,胃疼吃点什么药,2
藿香正气水可以治灰指甲吗,藿香正气水治疗灰指甲,2
全身长红疙瘩,全身都是红疙瘩,2
做试管婴儿大概多少钱,在做试管婴儿需要多少钱,2
食物中毒吃什么药？,食物中毒吃点什么药,2
平均瞳距,标准瞳距是多少,2
扁桃体发炎不能吃什么东西,扁桃体发炎不能吃啥,2
阿莫西林胶囊可以治疗感冒吗,阿莫西林胶囊能治感冒吗,2
眼睛模糊是怎么回事,最近眼睛老是模糊怎么回事,2
肚子经常胀气什么原因,肚子老是胀气是怎么回事,2
怀孕期间能吃山楂吗,怀孕期间能否吃山楂,2
肾虚是因为什么引起的,肾虚是因为什么,2
打嗝是什么原因呢,打嗝原因,2
现在做试管婴儿多少钱啊,做试管婴儿多少钱？,2
孕妇可不可以吃山楂,孕妇可以吃山楂吗,2
养生保健食品,对健康有益的食物,2
叶酸哪个牌子比较好,叶酸哪个牌子最好,2
菠菜和鱼能一起吃吗,菠菜和鱼能一起吃吗？,2
麦粒肿是怎么得的,麦粒肿引起的原因,2
什么是干性湿疹,干性湿疹,2
嘴唇一直干裂脱皮是什么原因,嘴唇起皮干裂什么原因,2
肾虚是怎么导致的,肾虚怎么导致的,2
人体内脏图形结构图片,人的内脏图片结构图,2
脑供血不足有啥症状,脑供血不足的症状,2
拔智齿挂什么号,拔智齿要挂什么科,2
剖腹产后多久才能同房,剖腹产多久后可以同房,2
发烧能喝牛奶么,发烧能喝牛奶吗,2
山药不能跟什么一起吃,山药跟什么不能一起吃,2
怀孕一个月还能做爱吗,怀孕第一个月可以同房吗,2
痛风 能治好吗,痛风能不能治疗好,2
怀孕中期乳头痒,怀孕了乳头痒,2
月经来了腰疼怎么回事,来月经腰疼是什么原因,2
脑供血不足有哪些症状？,脑供血不足的症状有哪些,2
菠菜和鱼能一起吃吗？,鱼可以和菠菜一起吃吗,2
脑梗吃啥食物好,脑梗吃什么好？,2
发烧可不可以喝牛奶,发烧能喝牛奶吗,2
坐骨神经疼有哪些症状,坐骨神经疼得症状,2
脑供血不足有哪些症状？,脑供血不足症状有那些,2
鼻子里面长白色的小脓点,鼻腔有白色脓肿样的东西,2
黄芪和什么搭配最好 泡水,黄芪与什么泡水喝最好,2
乙肝能不能治好,乙肝能治好吗,2
快速入睡的方法。,快速入睡方法,2
女性怎样判断自己输卵管是否通畅,怎样查输卵管是否通畅,2
月经干净后多少天是安全期,女人月经过后多少天是安全期,2
发烧可以喝牛奶嘛,发烧可以喝牛奶吗？,2
人体骨骼结构名称图,人体结构图骨骼图,2
麦粒肿什么原因引起的,麦粒肿是怎么得的,2
怎样才能快速入睡？,咋样快速入睡,2
下巴上长痘,下巴一直长痘,2
肾虚是怎么导致的,肾虚是因为什么,2
掉头发啥原因,掉头发的原因是,2
来月经会腰疼是怎么回事,来月经腰痛是什么原因,2
验孕棒是什么时候用,验孕棒要什么时候用,2
核酸检测多少钱呀,核酸检测要多少钱,2
手发黄怎么回事,手为什么发黄,2
睡不着咋办呢,睡不着觉怎么办呀,2
肾虚是怎么导致的,肾虚是因为什么引起的,2
卵巢囊肿症状,卵巢囊肿症状有哪些,2
hpv男性症状,男性hpv症状,2
剖宫产伤口多久可以彻底愈合,剖腹产的伤口多久能愈合,2
一岁半宝宝打什么疫苗,一岁半需要打什么疫苗,2
小孩如何申请健康码,给孩子怎么申请健康码,2
做试管婴儿要多少钱啊,在做试管婴儿需多少钱,2
五价轮状口服疫苗,口服五价重配轮状病毒活疫苗,2
仰卧起坐起不来原因,仰卧起坐起不来的原因是什么,2
菠菜可以和鱼一起吃吗,菠菜和鱼能一起吃吗,2
孩子的脚一年长多少,小孩一年脚长多少,2
现在做试管婴儿多少钱啊,做试管婴儿大概需要多少钱,2
山楂干煮水的功效与作用,泡山楂干水的功效与作用,2
现在做试管婴儿大概多少钱,做试管婴儿大概多少钱,2
各种龟头炎图片,龟头炎的图片对照,2
什么叫黄体,黄体是什么？,2
拔智齿挂口腔什么科,拔智齿预约什么科,2
做核酸检测疼不疼?,核酸检测会不会疼,2
精神疾病有哪些种类,精神疾病都有哪些,2
多少算低血糖,血糖值多少算低血糖,2
红酒会发胖吗,红酒胖人吗,2
螃蟹和番茄能一起吃吗,螃蟹和西红柿可以一起吃吗,2
判断酸碱性,怎么测自己是酸碱体质,2
治疗狐臭挂什么科室,有狐臭挂什么科室,2
有一点流鼻涕可以打预防针吗,轻微流鼻涕可以打疫苗吗,2
坐骨神经痛的症状是什么,坐骨神经疼有何症状,2
怎样为孩子申请健康码,怎么帮小孩子申请健康码,2
大椎穴在哪里？,大椎穴在哪,2
掉头发 原因,掉头发是什么回事,2
打嗝是什么原因引起的,打嗝的原因,2
迅速入睡的方法,怎么快速入睡的方法,2
验孕棒什么时候能用,验孕棒什么时候用？,2
人体正常体温范围。,人体正常体温范围是多少?,2
乙肝可治愈吗,现在乙肝可以治愈吗,2
肾虚怎么引起的,肾虚是什么造成的,2
小孩子怎么申请健康码,儿童的健康码怎么申请,2
草本肤乐霜有激素吗,美肤乐霜有激素吗,2
胃炎症状,胃炎表现症状,2
红酒会长胖吗,喝红酒会胖吗,2
月经来腰痛是什么原因,来月经时腰疼怎么回事,2
大便为黑色,大便时黑色,2
做试管婴儿大概需要多少钱,做试管婴儿多少钱啊,2
打完疫苗可以喝酒吗,打预防针可以喝酒吗,2
男生hpv症状有哪些,hpv男性有什么症状,2
注射用生长抑素,生长抑素注射液,2
刚做完白内障手术吃什么好,做了白内障手术后吃什么为好,2
得胃炎的症状,胃炎有什么症状,2
京东大药房的药是真的吗,京东大药房的药正规吗,2
生完宝宝两个月来月经正常吗,生完孩子2个月来月经正常吗,2
总磨牙是什么原因,磨牙是什么原因引起的,2
脸部长痣,脸长痣,2
做试管婴儿多少钱？,做试管婴儿要多少钱啊,2
掉头发 什么原因,掉头发的原因是,2
怎么测试酸性碱性体质,酸碱性体质怎么测,2
脸上的痣。,脸上长了痣,2
感冒能吃鸡蛋吗,感冒能吃鸡蛋嘛？,2
怎么确定排卵日,怎么查排卵期是哪一天,2
7岁女孩的标准身高体重,7岁女孩身高体重标准值,2
女性怎样判断自己输卵管是否通畅,检查输卵管是否通畅,2
肤乐霜有没有激素,肤乐修护霜有激素吗,2
痛风可以治好吗,痛风可不可以治好,2
女人来月经可以喝薏米茶吗,来月经能喝薏米茶吗,2
怎么看排卵期内具体哪天排卵呢,如何知道什么时候排卵,2
孕妇可以吃阿胶嘛,孕妇能吃阿胶不,2
乙肝可以治愈吗？,乙肝能被治愈吗,2
